,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.313958908341267,0,0,0,0,0,0,0.158667772296605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1089615936681,0,0,0,0,0.0689409316076464,0,0,0,0,0.100053746444091,0,0.0839213104991542,0,0.0422649317827404,0,-0.283765378188477,0.0233620671957362,0.221545788312471,0,0,0,0,0,0,0.0150461084115677,0
X002142.CH.EQUITY,0.340099412138113,0,0,0,0,0,0.108765672665527,0,0.0800424755877985,0,0,0,0,0.308478893499218,0,0,0,-0.0431859781766202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136356437129335,0,0.074290707314994,0.0240623022559353,0,-8.67361737988404e-19,0,0,0,0,0,-0.0634119607566599,0,0,0,-0.0388836871373877
X600000.CH.EQUITY,0,0,0,0,0,0.524624027343364,0,0,0,0,0.041982124130241,0.0372917186854205,0,0,0,0,0,0,0,0,0,0,0,-0.14913042503661,0,0,0,0,0,0,0,0,0,0,0,0,-0.321722052702309,0,0,0.0264979899503706,0.296445784153601,0.157140559345382,0,0,0,0,0,0,0,0,-4.33680868994202e-19
X600015.CH.EQUITY,0.113368193654957,0,8.67361737988404e-19,0,0,0,0,0.447985794451014,0,0,0,0,0.0602554923108183,0,0.167743787489708,0,0,0,0,0,0,0,0.018495090885897,0,0.0959855000939091,0,0,0,0.138933197562379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0465765493712204,0.00666072917416384,0,0,0,0,0,0,0,0,0.176373084098256,0,0.279000765367359,0,0,0,0,0.0996567623749147,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0693991359317299,0,0,0,0,0,0,0,0.0506434594687598,0,0,0,0,0.123200558977139,0,0,0,0.0835560132037067,0
X600036.CH.EQUITY,0,0,0.408835249338595,0,0,0,0,0,0,0,0.123674108596287,0,0.0920445452107105,-0.0603956270001668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185994971784635,0.022319233974279,0.287055663792715,0,0,0,-0.0831975341362348,0,0.0387291952823131,0,0,-0.211260696681383,0.435253629273215,0,0,0,0,0,0,0.244521335910841,-0.0853753356902489,0,0,0.0971170830709742
X601166.CH.EQUITY,0,0.176093168729873,0,0,0,0,0,0,0,0.227512777315151,0,0,-0.0165740381645155,0,0,0,0,-0.098844779321006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560384792778277,0,0,0,-0.00291211439573137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.890894421508165,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0773117876384695,0,0,0,0,0,0,0,0,0,0,0,-0.0671442545147224,-0.351955122272853,0,0,0,-0.086763872888179,0.472362751539869,-0.208956714921597,0,0,0,0,0,0,0.0626008573172663,0,0.118824817777379,0,0.0316710831337773
X601229.CH.EQUITY,0,0.207192911288123,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0186276313609284,0.459518284449278,-0.0738118026023582,0,0,0.141942511817363,0,0,0,0,0,0.0634572365414999,0,0.0263045131007522,0,0.0722836680403195,0,-1.73472347597681e-18,0,0,0,0,0.138412970059742,0,0,0.162841587172254,0,-0.00115627582880714,0,0,-0.191440612639574,0,0,0,0,0,0,0,0,0,-0.0319663030948237
X601288.CH.EQUITY,0,-0.0869686551953086,0,0,0,-0.322067775536209,0.703452771369719,0,0,0,0,0,0.141753091175517,-0.117159529918289,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333534855813664,0,0,0,0,0,0.387963432414751,-0.277316761347533,0,0,0,0,0,0,0,0,0.10458285689203,0,0,2.77555756156289e-17,0,0,0,0.409263761545357
