,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,3.46944695195361e-18,0,0,0,0,0.157182765732692,0,0,0,0,0,0,0,0.15570941314587,0,0,0,0,0,3.46944695195361e-18,0.0632017532512479,0.0679098975516665,0,0,0,0.00625687378506067,0,0,0.154091198014536,0,0,0,0.137447534527584,0,0,0,0,0.0101442641409551,0,0,0,0.0175878159306822,0,0,0.12410643882275,0,0,0,0,0
X002142.CH.EQUITY,0.123459685346048,0,0,0,0,0.0299356580342965,0,0,0,0,0,0,0,0.230013418021834,0.0341576285485751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479669091300047,0,0.0326917297306492,0.0307268801483729,0,0,2.16840434497101e-19,-0.120421640932565,5.65041168128823e-05,0,0,-0.254595015759472,0,0,0,0,0,-0.0141090217301352,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0185198632217288,0.442499086093207,0.36732751499588,0,0,0,0,0,0,0.119534167511088,0,0,0,0,0,0.336219482144589,0,0,0,-0.212592765027313,0,0,0,0,0,0,-0.0418036252322255,0,0,0,0,0,-0.0530738005020822,0,0,0,0.0298668581482705,0,0,0,0,0,0,0,0,0,-0.0314855579032356
X600015.CH.EQUITY,0,0,0.0858235140338011,0,0,0,0,0.459217869792844,0,0,0,0,0.189534362941469,0.027609255300791,0,0.0316750322268298,0,0,0,0,0.0139552187005955,0,0.21238466896683,0,0.0515062225997784,0,0,0,0,0,0,0,0,0,0,0,0,0.122861339193959,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.224610461741275,0.403999456012184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000700565946547899,0
X600036.CH.EQUITY,0,0,0.0265712547194556,0,0,0,0,0,0,0,0.579976222077366,0,0.111359940685377,0,0,0,0,0,0,0,0,-0.0345529508415701,0,0,0,0,0,0.0443270836195198,0,0.192771218436149,0,0,0,0,0,0,0,0,-0.232355623317569,0,0,0,0,0,0,0,0.195589691075805,0,0,0,0.133393049914232
X601166.CH.EQUITY,0,0,0.238344122002756,0,0,0,0,0,0,0.255095009769256,0,0.0406992649792015,0,0,0,0,0,0.0160472308933545,0,0,0,0,0,0,0,-0.0660423340117734,0,0,0,0,-0.0540993522557999,0,0,0.0596526651336364,0,0,0,0,0,0.135280195045713,-1.38777878078145e-17,0,0,0,0,0,0,0.244315719292281,0,0,-0.0297869899884205
X601169.CH.EQUITY,0,0,0,0.790125758635614,0,-0.144119098092477,0,0,0.000219508400929414,0,0,0,0.0972374905412447,0,-0.0505210764232408,0.048445894383319,0,0,0,0,0,-0.108548501187724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379674857228523,-0.0737840776757583,0.525541831913524,0,0,0,0,0,0,0,0,0,0.0996206105321778,0,0
X601229.CH.EQUITY,0,0.212315695838002,0,0,0,0,0,0,0,0,0,0.406025452999003,0,0,0,0.00247630827051228,0,0,0,-0.053576757632575,0,0,0,0,0.350914170406483,0,0,0,0,0,0,0,0.0984164214046948,0,0,0.0739006658611145,0,0,0,0,0,0,0,0,0,0,0,0,-0.0820330093815201,0,-0.0585543208218166
X601288.CH.EQUITY,0,-0.0324436262351692,0,0,0,1.38777878078145e-17,0.65199236592622,0,0,0,0,0,0,0,0,0.0590676636771045,-0.294854030823213,0,0,0,0,0,0,0,0.361888060718718,0,0,-0.29182160067479,0,0,0,0,0,0,-0.22404556593772,0,0,0.221229642817314,0,0,0,0,0,0.282719783662462,0,0,-0.44050802875147,0,0,0,0.375261005120105
