,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.254654276740297,0,0,0,0.229713625738305,0,0,0,0,0,0,0.254024060122581,0,0,0.0836337067406711,0,0,0,0,0,0.0315706428923233,0,0,0,0.154206931240431,0,0,0,0.0108613709775881,0,0.105237363395971,0,0,-0.144449403381518,0,0,0,0,0.0907056407172935,0,0,0,0,0,0,0,0.0478747258777808,0,-0.0342767635601668,0,0
X002142.CH.EQUITY,0.154960747153808,0,0,0,0,0.424989283013862,0,0,0,0,0,0,0.137343938225611,0,0,0,-8.67361737988404e-19,0,0,0,-0.229250668422856,0,-0.223650830872147,0,0,-0.0607356756945317,0,0,0,0,0.460024258320525,0,0.299851018669329,0,0,0,-0.0402354776572068,-0.0610376032018371,0,-0.168298014748959,0,0,0,0,0,0,0,0,0,0,-0.0614840913532873,0
X600000.CH.EQUITY,0.303560260847757,0,0,0.0874858389609835,0,0,0,0.236066697282279,0,0,0.131968363580267,0,0.0595479978487812,0,0,0,0,0,0,0,0.0425126666822868,0,0.123931595108761,0,0,0.0687448096880096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446067419610209
X600015.CH.EQUITY,0,0,0.102842523349367,0,0,0,0,0.145592558429456,0,0,0,0,0.164113488643991,0.0226314833175114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117968266530213,0,0,0,0,0.179102345676534,0,0,0,0.0385894218746721,0,0,0.13530379951792,0.0903896230890621,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.155474011792929,0,0,0.382191471105064,0,0,0,0.161668432652744,0.0348258240361795,0,0,0,0,0,0,0,0,0,0,0,0.131827947006096,0.0492312023445306,0,0,0,0,0,0.0536649061658945,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0525641902357224,0,0,0,0
X600036.CH.EQUITY,0.474570239447009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017677165724211,0,0.0482522312500569,0,0,0,0,0,0,0,-0.0214371801652351,0.337453009813103,0,0,0,0,0,0,0.077204974316153,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.202570115464722,0,0,0.0236168204495691,0.0966508110422476,0.262974789298256,0,0,0,0,0,0,0.269643603861068,0,0,0.015472163875608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111101393769867,0,0,0,0
X601169.CH.EQUITY,0.0212091012195419,0,0.245461150896367,0.0643364760865742,0,0,0.0401997790339946,0,0,0,0.0554091226782269,0.211365799185015,0,0,0,0,0,0,0,0,0,0,0.0348226564947698,0,0.13605764828826,0,0,0,0,0,0,0,0.192922467388972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.12330611761898,0,0,0,0,0,0.357117021943834,0,0,0,0,0,0,0,0,0,0.36663736850973,-0.178294510554628,-0.0334999507263309,0,0,0,0.0756666665217987,0.0543578319800489,0.183889763284669,0.105099979340473,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220272334983128,0,-0.135961109995223,0,0,0,0,0,0,0.0453805204545041
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.206730197383527,0,0,0.391269908004831,0,0,0.265058338254052,0,-0.0209252293366515,0,0,0,0.0143604972804426,0.0976954507496557,0,0,0,0,0,0,0,0.044288175282894,0,0,0,3.46944695195361e-18,0,0,0.00220834235222073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
