,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.147445531500694,0.400891402304072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402897009210753,0,0,0,0,0,0,0,0.020217525561972,0,0,0,0.0734692841714772,0,0,0.108361329027822,0,0,0,0,0,0,0.0172085145981233,0,0,1.73472347597681e-18,0,0,0,0,0.239747860809793,0,0,0,0,0.00532588519613302
X002142.CH.EQUITY,0.165418432776542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362113029584285,0,0,0,0,0,0,0,0,0,-0.0304160179500207,0,0,0,0,0,0,0,0,0,0,0,-0.019148879978813,0.168272791664437,0.016270946834095,0,0,0,0,0,0,0.168560523399537,-0.119172927553075,0.103901120582474,0,0.058167467275587
X600000.CH.EQUITY,0,0,0,0,0.469001168896469,0,0,0.0687239861737012,0.0476469071938034,0,0.0966576146765107,0,0,0,0,0.128480289758741,0,0,0,0,0,0.0808215321824124,0,0,0,0,0,0,0,0,0.01203171363666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.00979321070516197,0,0,0,0.453089027177653,6.93889390390723e-18,0,0,0,0,0,0.193461191214127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185103462196472,0,0,0,0,0,0,0,0.314625068138611,0,0,0,0,0,0.019947566414246,0
X600016.CH.EQUITY,0,0,0.0214568137518371,0.0467293482768304,0,0,0,0.0909022062990113,0.0607436274729393,0.0518323419698915,0.271816330180994,0.0272185528243197,0.0616505757887305,0,0,0.35767576678027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,8.67361737988404e-19,0.0988086170409851,0,0,0,0,0.397437549219317,0,0,0,0,0,0,0,0,0,0,0.0325114881643152,0,0.0318056177065895,0.262603554072909,0,0,0,0.0581518608722903,0,0,0,0.118591463322798,0,0,0,0.00607728330604459,0,0,0,0,0.00472863528222227,0,0,0,0,0,0,0,0,0,0,0,0.00816669430071574,0,0
X601166.CH.EQUITY,0.0247505376350277,0,0.0370600297123418,0,0,0.15927142462259,0,0.228256150030036,0,0.0160881441690846,0,0,0.310588240605223,0.0916396019941187,0,0,0,0,0,0,0.0842438159148979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706331373057168,0,0
X601169.CH.EQUITY,0,0.0200024972974036,0.16278850550615,0.370363008969754,0,0,0,0,0.0548780663106752,0,0,0,0,0,0,0.0679363703818958,0,0,0,0,0,0,0,0,0,0,0.0985592763583743,0,0,0,0,0,0,0.036979837165034,0.107980053641034,0,0,0,0,0,0.111654508417916,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0400980335905588,0.234607900909416,0.228849653827694,0,0,0,0,0,0,0,0,0.0996207075554113,0,0,0.0864035010916234,0.255462000241372,0,0,0,-0.0533477469401127,0.126945272616469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0657013755426468,0.412789399985346,0.033688126052796,0,0.399524259722932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690298420455177,0,0,0,0,0,0,0,0,0,0,0,-0.0149606855625716,0,0,0,0,0,0,0,0
