,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0.500308084211737,0,0,0,0,0,0,0,0,0,0.0775259906544384,0,0,0,0,0,0,0,0,0,0,0.102396657172363,0,0,0,0,0,0,0,0,0,0,0.000341680097194244,0.127791495809784,0,0,0.029646966711107,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.23809560165989,0,0,0,0,0,0,0,0.377787843179414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856748805711522,0,0,0,0,0.0421682774424461,0,0.0178192008784409,0,0,0.00726829899732897,0.108061948402672,0.0401563878387775,0,0,0,0
X600000.CH.EQUITY,0.0297625965430318,0,0,-1.73472347597681e-18,0.0530925037697949,0,0,0,0.0542046318905961,0,0,0.299532346619155,0,0.0500918272943672,0.123234923047317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245804061063919,0,0,0.0715773333355207,0,0,0.107814757420796,0,0,0,0,0,0,0,0,0,0,0.0272574849758013,0,0,0,0,0
X600015.CH.EQUITY,0,0.0464978119890406,0,0,0.014003675997791,0,0.205335153180345,0.2600619125525,0,0,0,0,0,0.116987901727454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262187464667266,0,0,0,0,0,0,0.126729184205636
X600016.CH.EQUITY,0,0,0,0,0,0,0.134944340232119,0.0521892359042986,0.115008920281703,0.104023779274451,0.320717529853828,0,0,0.00428395442914154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342784901179976,0,0,0,0.194045086844939,0,0,0,0,0,0.0605925830060901
X600036.CH.EQUITY,0.091009979168595,0.19534125614136,0,0.0169178164772846,0.0586532927107865,0,0.148320288498411,0,0,0,0,0,0,0.0282399209367711,0,0,0,0,0,0,0.111809065068405,0,0,0,0,0,0,0,0,0,-0.0574079030332408,0.0707263161670757,0,0.136801303834144,0.231732849390084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0564587468151625,0,0,0.112942472687245,0,0.397362725788572,0,0,0.0560223572525762,0,0.0755930326573454,0,0.215406740723204,0,0,0,0,0,0,0,0.0678253738745543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261930651851392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.191940625179592,0,0.442087083472368,0.110063275618049,0,0,0,0,0,0,0,0,0.0214165616752779,0,0.0643991610480582,0.131807937069303,0,-0.0209556654379217,0,0.0123727275147128,0,0,-0.0684089256950986,0,0.223646343446433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262898670418733,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075609122504063,0,0,0,0,0,0,0.339355930897701,0,0,0.158976591770759,0,0,0,0,0,0,0,0.202855257191333,0,0,0,0,0.0499639252771744,0,0.00420114379676174,0,0,0,0
X601288.CH.EQUITY,0,0,0.112952161619778,0,0.0853963065881961,0,0,0,0.0200424551602013,0,0,0.412109730948563,0,0,0.217397578917102,0,0,0,0,0,0,0,0.0153028500759632,0,0,0,0,0,0.0248733741175388,0.0201638161917707,0,0,0.058241584660713,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0
